,lat,lat_long_deg,climate_zone,long,station_name,wmo_code
486,30.83560,N 30° 50.14'   W 85° 11.03',2A,-85.18390,USA FL Marianna.Muni.AP.747760 US.Normals.2006-2020,747760
487,25.90690,N 25° 54.41'   W 80° 16.82',1A,-80.28030,USA FL Miami-Opa.Locka.Exec.AP.722024 US.Normals.2006-2020,722024
488,25.64750,N 25° 38.85'   W 80° 25.99',1A,-80.43310,USA FL Miami.Exec.AP.722029 US.Normals.1981-2010,722029
489,25.64750,N 25° 38.85'   W 80° 25.99',1A,-80.43310,USA FL Miami.Exec.AP.722029 US.Normals.1991-2020,722029
490,25.64750,N 25° 38.85'   W 80° 25.99',1A,-80.43310,USA FL Miami.Exec.AP.722029 US.Normals.2006-2020,722029
491,25.79060,N 25° 47.44'   W 80° 18.98',1A,-80.31640,USA FL Miami.Intl.AP.722020 US.Normals.1981-2010,722020
492,25.79060,N 25° 47.44'   W 80° 18.98',1A,-80.31640,USA FL Miami.Intl.AP.722020 US.Normals.1991-2020,722020
493,25.79060,N 25° 47.44'   W 80° 18.98',1A,-80.31640,USA FL Miami.Intl.AP.722020 US.Normals.2006-2020,722020
494,30.71670,N 30° 43.00'   W 87° 1.00',2A,-87.01670,USA FL Milton-NAS.Whiting.Field.North.722226 US.Normals.2006-2020,722226
495,30.70440,N 30° 42.26'   W 87° 1.39',2A,-87.02310,USA FL Milton-NAS.Whiting.Field.South.720383 US.Normals.2006-2020,720383
496,26.15220,N 26° 9.13'   W 81° 46.52',1A,-81.77530,USA FL Naples.Muni.AP.722038 US.Normals.2006-2020,722038
497,30.23330,N 30° 14.00'   W 81° 40.00',2A,-81.66670,USA FL NAS.Jacksonville-Towers.Field.722065 US.Normals.1981-2010,722065
498,30.23330,N 30° 14.00'   W 81° 40.00',2A,-81.66670,USA FL NAS.Jacksonville-Towers.Field.722065 US.Normals.1991-2020,722065
499,30.23330,N 30° 14.00'   W 81° 40.00',2A,-81.66670,USA FL NAS.Jacksonville-Towers.Field.722065 US.Normals.2006-2020,722065
500,24.58330,N 24° 35.00'   W 81° 41.00',1A,-81.68330,USA FL NAS.Key.West.722015 US.Normals.1981-2010,722015
501,24.58330,N 24° 35.00'   W 81° 41.00',1A,-81.68330,USA FL NAS.Key.West.722015 US.Normals.1991-2020,722015
502,24.58330,N 24° 35.00'   W 81° 41.00',1A,-81.68330,USA FL NAS.Key.West.722015 US.Normals.2006-2020,722015
503,30.35000,N 30° 21.00'   W 87° 19.00',2A,-87.31670,USA FL NAS.Pensacola-Sherman.Field.722225 US.Normals.1981-2010,722225
504,30.35000,N 30° 21.00'   W 87° 19.00',2A,-87.31670,USA FL NAS.Pensacola-Sherman.Field.722225 US.Normals.1991-2020,722225
505,30.35000,N 30° 21.00'   W 87° 19.00',2A,-87.31670,USA FL NAS.Pensacola-Sherman.Field.722225 US.Normals.2006-2020,722225
506,28.54530,N 28° 32.72'   W 81° 19.99',2A,-81.33310,USA FL Orlando.Exec.AP.722053 US.Normals.1991-2020,722053
507,28.54530,N 28° 32.72'   W 81° 19.99',2A,-81.33310,USA FL Orlando.Exec.AP.722053 US.Normals.2006-2020,722053
508,28.43390,N 28° 26.03'   W 81° 19.50',2A,-81.32500,USA FL Orlando.Intl.AP.722050 US.Normals.1981-2010,722050
509,28.43390,N 28° 26.03'   W 81° 19.50',2A,-81.32500,USA FL Orlando.Intl.AP.722050 US.Normals.1991-2020,722050
510,28.43390,N 28° 26.03'   W 81° 19.50',2A,-81.32500,USA FL Orlando.Intl.AP.722050 US.Normals.2006-2020,722050
511,28.10110,N 28° 6.07'   W 80° 38.63',2A,-80.64390,USA FL Orlando.Melbourne.Intl.AP.722040 US.Normals.1981-2010,722040
512,28.10110,N 28° 6.07'   W 80° 38.63',2A,-80.64390,USA FL Orlando.Melbourne.Intl.AP.722040 US.Normals.1991-2020,722040
513,28.10110,N 28° 6.07'   W 80° 38.63',2A,-80.64390,USA FL Orlando.Melbourne.Intl.AP.722040 US.Normals.2006-2020,722040
514,28.77970,N 28° 46.78'   W 81° 14.62',2A,-81.24360,USA FL Orlando.Sanford.Intl.AP.722057 US.Normals.1991-2020,722057
515,28.77970,N 28° 46.78'   W 81° 14.62',2A,-81.24360,USA FL Orlando.Sanford.Intl.AP.722057 US.Normals.2006-2020,722057
516,26.68470,N 26° 41.08'   W 80° 5.96',1A,-80.09940,USA FL Palm.Beach.Intl.AP.722030 US.Normals.1981-2010,722030
517,26.68470,N 26° 41.08'   W 80° 5.96',1A,-80.09940,USA FL Palm.Beach.Intl.AP.722030 US.Normals.1991-2020,722030
518,26.68470,N 26° 41.08'   W 80° 5.96',1A,-80.09940,USA FL Palm.Beach.Intl.AP.722030 US.Normals.2006-2020,722030
519,30.06670,N 30° 4.00'   W 85° 35.00',2A,-85.58330,USA FL Panama.City-Tyndall.AFB.747750 US.Normals.1981-2010,747750
520,30.06670,N 30° 4.00'   W 85° 35.00',2A,-85.58330,USA FL Panama.City-Tyndall.AFB.747750 US.Normals.1991-2020,747750
521,30.06670,N 30° 4.00'   W 85° 35.00',2A,-85.58330,USA FL Panama.City-Tyndall.AFB.747750 US.Normals.2006-2020,747750
522,28.23330,N 28° 14.00'   W 80° 36.00',1A,-80.60000,USA FL Patrick.AFB.747950 US.Normals.2006-2020,747950
523,25.99890,N 25° 59.93'   W 80° 14.47',1A,-80.24110,USA FL Pembroke.Pines-North.Perry.AP.722037 US.Normals.2006-2020,722037
524,30.47810,N 30° 28.69'   W 87° 11.21',2A,-87.18690,USA FL Pensacola.Intl.AP.722220 US.Normals.1981-2010,722220
525,30.47810,N 30° 28.69'   W 87° 11.21',2A,-87.18690,USA FL Pensacola.Intl.AP.722220 US.Normals.1991-2020,722220
526,30.47810,N 30° 28.69'   W 87° 11.21',2A,-87.18690,USA FL Pensacola.Intl.AP.722220 US.Normals.2006-2020,722220
527,26.25000,N 26° 15.00'   W 80° 6.50',1A,-80.10830,USA FL Pompano.Beach.AF.722049 US.Normals.2006-2020,722049
528,26.91720,N 26° 55.03'   W 81° 59.48',2A,-81.99140,USA FL Punta.Gorda.AP.722034 US.Normals.2006-2020,722034
529,27.40140,N 27° 24.08'   W 82° 33.52',2A,-82.55860,USA FL Sarasota-Bradenton.Intl.AP.722115 US.Normals.2006-2020,722115
530,27.15250,N 27° 9.15'   W 81° 22.13',2A,-81.36890,USA FL Sebring-Archbold.Biological.Station.747650 US.Normals.2006-2020,747650
531,27.91060,N 27° 54.64'   W 82° 41.25',2A,-82.68750,USA FL St.Petersburg-Clearwater.Intl.AP.722116 US.Normals.1981-2010,722116
532,27.91060,N 27° 54.64'   W 82° 41.25',2A,-82.68750,USA FL St.Petersburg-Clearwater.Intl.AP.722116 US.Normals.1991-2020,722116
533,27.91060,N 27° 54.64'   W 82° 41.25',2A,-82.68750,USA FL St.Petersburg-Clearwater.Intl.AP.722116 US.Normals.2006-2020,722116
534,27.76280,N 27° 45.77'   W 82° 37.57',1A,-82.62610,USA FL St.Petersburg-Whitted.AP.722104 US.Normals.2006-2020,722104
535,30.39750,N 30° 23.85'   W 84° 19.73',2A,-84.32890,USA FL Tallahassee.Intl.AP.722140 US.Normals.1981-2010,722140
536,30.39750,N 30° 23.85'   W 84° 19.73',2A,-84.32890,USA FL Tallahassee.Intl.AP.722140 US.Normals.1991-2020,722140
537,30.39750,N 30° 23.85'   W 84° 19.73',2A,-84.32890,USA FL Tallahassee.Intl.AP.722140 US.Normals.2006-2020,722140
538,27.85000,N 27° 51.00'   W 82° 31.00',2A,-82.51670,USA FL Tampa-MacDill.AFB.747880 US.Normals.2006-2020,747880
539,27.96190,N 27° 57.71'   W 82° 32.42',2A,-82.54030,USA FL Tampa.Intl.AP.722110 US.Normals.1981-2010,722110
540,27.96190,N 27° 57.71'   W 82° 32.42',2A,-82.54030,USA FL Tampa.Intl.AP.722110 US.Normals.1991-2020,722110
541,27.96190,N 27° 57.71'   W 82° 32.42',2A,-82.54030,USA FL Tampa.Intl.AP.722110 US.Normals.2006-2020,722110
542,27.65611,N 27° 39.37'   W 80° 25.08',2A,-80.41805,USA FL Vero.Beach.Muni.AP.747930 US.Normals.1981-2010,747930
543,27.65611,N 27° 39.37'   W 80° 25.08',2A,-80.41805,USA FL Vero.Beach.Muni.AP.747930 US.Normals.2006-2020,747930
544,28.06220,N 28° 3.73'   W 81° 45.25',2A,-81.75420,USA FL Winter.Haven.Rgnl.AP-Gilbert.Field.747931 US.Normals.2006-2020,747931
545,31.53560,N 31° 32.14'   W 84° 11.66',2A,-84.19440,USA GA Albany-Southwest.Georgia.Rgnl.AP.722160 US.Normals.1981-2010,722160
546,31.53560,N 31° 32.14'   W 84° 11.66',2A,-84.19440,USA GA Albany-Southwest.Georgia.Rgnl.AP.722160 US.Normals.1991-2020,722160
547,31.53560,N 31° 32.14'   W 84° 11.66',2A,-84.19440,USA GA Albany-Southwest.Georgia.Rgnl.AP.722160 US.Normals.2006-2020,722160
548,31.53580,N 31° 32.15'   W 82° 30.40',2A,-82.50670,USA GA Alma-Bacon.County.AP.723160 US.Normals.2006-2020,723160
549,33.94810,N 33° 56.89'   W 83° 19.65',3A,-83.32750,USA GA Athens-Epps.AP.723110 US.Normals.1981-2010,723110
550,33.94810,N 33° 56.89'   W 83° 19.65',3A,-83.32750,USA GA Athens-Epps.AP.723110 US.Normals.1991-2020,723110
551,33.94810,N 33° 56.89'   W 83° 19.65',3A,-83.32750,USA GA Athens-Epps.AP.723110 US.Normals.2006-2020,723110
552,33.77920,N 33° 46.75'   W 84° 31.28',3A,-84.52140,USA GA Atlanta-Fulton.County.AP-Brown.Field.722195 US.Normals.1981-2010,722195
553,33.77920,N 33° 46.75'   W 84° 31.28',3A,-84.52140,USA GA Atlanta-Fulton.County.AP-Brown.Field.722195 US.Normals.1991-2020,722195
554,33.77920,N 33° 46.75'   W 84° 31.28',3A,-84.52140,USA GA Atlanta-Fulton.County.AP-Brown.Field.722195 US.Normals.2006-2020,722195
555,33.63000,N 33° 37.80'   W 84° 26.50',3A,-84.44170,USA GA Atlanta-Hartsfield-Jackson.Intl.AP.722190 US.Normals.1981-2010,722190
556,33.63000,N 33° 37.80'   W 84° 26.50',3A,-84.44170,USA GA Atlanta-Hartsfield-Jackson.Intl.AP.722190 US.Normals.1991-2020,722190
557,33.63000,N 33° 37.80'   W 84° 26.50',3A,-84.44170,USA GA Atlanta-Hartsfield-Jackson.Intl.AP.722190 US.Normals.2006-2020,722190
558,33.46690,N 33° 28.01'   W 82° 2.32',2A,-82.03860,USA GA Augusta-Daniel.Field.AP.722181 US.Normals.2006-2020,722181
559,33.36440,N 33° 21.86'   W 81° 57.80',3A,-81.96330,USA GA Augusta.Rgnl.AP-Bush.Field.722180 US.Normals.1981-2010,722180
560,33.36440,N 33° 21.86'   W 81° 57.80',3A,-81.96330,USA GA Augusta.Rgnl.AP-Bush.Field.722180 US.Normals.1991-2020,722180
561,33.36440,N 33° 21.86'   W 81° 57.80',3A,-81.96330,USA GA Augusta.Rgnl.AP-Bush.Field.722180 US.Normals.2006-2020,722180
562,31.15220,N 31° 9.13'   W 81° 23.45',2A,-81.39080,USA GA Brunswick-McKinnon.St.Simons.Island.AP.722137 US.Normals.1991-2020,722137
563,31.15220,N 31° 9.13'   W 81° 23.45',2A,-81.39080,USA GA Brunswick-McKinnon.St.Simons.Island.AP.722137 US.Normals.2006-2020,722137
564,34.12310,N 34° 7.39'   W 84° 50.92',3A,-84.84860,USA GA Cartersville.AP.722156 US.Normals.2006-2020,722156
565,32.51610,N 32° 30.97'   W 84° 56.53',3A,-84.94220,USA GA Columbus.AP.722255 US.Normals.1981-2010,722255
566,32.51610,N 32° 30.97'   W 84° 56.53',3A,-84.94220,USA GA Columbus.AP.722255 US.Normals.1991-2020,722255
567,32.51610,N 32° 30.97'   W 84° 56.53',3A,-84.94220,USA GA Columbus.AP.722255 US.Normals.2006-2020,722255
568,33.87500,N 33° 52.50'   W 84° 18.13',3A,-84.30220,USA GA DeKalb-Peachtree.AP.722196 US.Normals.2006-2020,722196
569,32.33200,N 32° 19.92'   W 84° 59.34',3A,-84.98900,USA GA Fort.Benning-Lawson.AAF.722250 US.Normals.1981-2010,722250
570,32.33200,N 32° 19.92'   W 84° 59.34',3A,-84.98900,USA GA Fort.Benning-Lawson.AAF.722250 US.Normals.1991-2020,722250
571,32.33200,N 32° 19.92'   W 84° 59.34',3A,-84.98900,USA GA Fort.Benning-Lawson.AAF.722250 US.Normals.2006-2020,722250
572,34.27190,N 34° 16.31'   W 83° 49.82',3A,-83.83030,USA GA Gainesville-Gilmer.Meml.AP.722185 US.Normals.2006-2020,722185
573,31.88330,N 31° 53.00'   W 81° 34.00',2A,-81.56670,USA GA Hinesville-Midcoast.Rgnl.AP-Wright.AAF-Ft.Stewart.722090 US.Normals.2006-2020,722090
574,32.68470,N 32° 41.08'   W 83° 39.17',3A,-83.65280,USA GA Macon-Middle.Georgia.Rgnl.AP.722170 US.Normals.1981-2010,722170
575,32.68470,N 32° 41.08'   W 83° 39.17',3A,-83.65280,USA GA Macon-Middle.Georgia.Rgnl.AP.722170 US.Normals.1991-2020,722170
576,32.68470,N 32° 41.08'   W 83° 39.17',3A,-83.65280,USA GA Macon-Middle.Georgia.Rgnl.AP.722170 US.Normals.2006-2020,722170
577,33.91670,N 33° 55.00'   W 84° 31.00',3A,-84.51670,USA GA Marietta-Dobbins.ARB.722270 US.Normals.2006-2020,722270
578,31.19220,N 31° 11.53'   W 84° 26.78',2A,-84.44640,USA GA Newton-Jones.Center.at.Ichauway.Research.Institute.723220 US.Normals.2006-2020,723220
579,31.31280,N 31° 18.77'   W 84° 28.24',3A,-84.47060,USA GA Newton-Woodruff.Foundation.at.Ichauway.Research.Institute.740050 US.Normals.2006-2020,740050
580,33.36330,N 33° 21.80'   W 84° 33.95',3A,-84.56580,USA GA Peachtree.City-Atlanta.Rgnl.AP-Falcon.Field.722197 US.Normals.2006-2020,722197
581,34.34780,N 34° 20.87'   W 85° 9.67',3A,-85.16110,USA GA Rome-Russell.AP.723200 US.Normals.1991-2020,723200
582,34.34780,N 34° 20.87'   W 85° 9.67',3A,-85.16110,USA GA Rome-Russell.AP.723200 US.Normals.2006-2020,723200
583,32.13000,N 32° 7.80'   W 81° 12.60',2A,-81.21000,USA GA Savannah-Hilton.Head.Intl.AP.722070 US.Normals.1981-2010,722070
584,32.13000,N 32° 7.80'   W 81° 12.60',2A,-81.21000,USA GA Savannah-Hilton.Head.Intl.AP.722070 US.Normals.1991-2020,722070
585,32.13000,N 32° 7.80'   W 81° 12.60',2A,-81.21000,USA GA Savannah-Hilton.Head.Intl.AP.722070 US.Normals.2006-2020,722070
586,32.01670,N 32° 1.00'   W 81° 8.00',2A,-81.13330,USA GA Savannah-Hunter.AAF.747804 US.Normals.1991-2020,747804
587,32.01670,N 32° 1.00'   W 81° 8.00',2A,-81.13330,USA GA Savannah-Hunter.AAF.747804 US.Normals.2006-2020,747804
588,30.80780,N 30° 48.47'   W 81° 27.58',2A,-81.45970,USA GA Stafford.AP-Cumberland.Island.Natl.Seashore.723210 US.Normals.2006-2020,723210
589,33.78360,N 33° 47.02'   W 83° 23.38',3A,-83.38970,USA GA USDA.ARS-Colham.Ferry.Site.740060 US.Normals.2006-2020,740060
590,30.96670,N 30° 58.00'   W 83° 12.00',2A,-83.20000,USA GA Valdosta-Moody.AFB.747810 US.Normals.1981-2010,747810
591,30.96670,N 30° 58.00'   W 83° 12.00',2A,-83.20000,USA GA Valdosta-Moody.AFB.747810 US.Normals.1991-2020,747810
592,30.96670,N 30° 58.00'   W 83° 12.00',2A,-83.20000,USA GA Valdosta-Moody.AFB.747810 US.Normals.2006-2020,747810
593,30.78250,N 30° 46.95'   W 83° 16.60',2A,-83.27670,USA GA Valdosta.Rgnl.AP.722166 US.Normals.1981-2010,722166
594,30.78250,N 30° 46.95'   W 83° 16.60',2A,-83.27670,USA GA Valdosta.Rgnl.AP.722166 US.Normals.1991-2020,722166
595,30.78250,N 30° 46.95'   W 83° 16.60',2A,-83.27670,USA GA Valdosta.Rgnl.AP.722166 US.Normals.2006-2020,722166
596,32.63330,N 32° 38.00'   W 83° 36.00',3A,-83.60000,USA GA Warner.Robins-Robins.AFB.722175 US.Normals.1981-2010,722175
597,32.63330,N 32° 38.00'   W 83° 36.00',3A,-83.60000,USA GA Warner.Robins-Robins.AFB.722175 US.Normals.1991-2020,722175
598,32.63330,N 32° 38.00'   W 83° 36.00',3A,-83.60000,USA GA Warner.Robins-Robins.AFB.722175 US.Normals.2006-2020,722175
599,31.25000,N 31° 15.00'   W 82° 24.00',2A,-82.40000,USA GA Waycross-Ware.County.AP.722130 US.Normals.2006-2020,722130
600,19.64500,N 19° 38.70'   W 155° 4.97',2A,-155.0828,USA HI Hilo-Hawaii.County.912960 US.Normals.2006-2020,912960
601,19.71920,N 19° 43.15'   W 155° 3.19',2A,-155.0531,USA HI Hilo.Intl.AP.Hawaii.912850 US.Normals.1981-2010,912850
602,19.71920,N 19° 43.15'   W 155° 3.19',2A,-155.0531,USA HI Hilo.Intl.AP.Hawaii.912850 US.Normals.1991-2020,912850
603,19.71920,N 19° 43.15'   W 155° 3.19',2A,-155.0531,USA HI Hilo.Intl.AP.Hawaii.912850 US.Normals.2006-2020,912850
604,21.32390,N 21° 19.43'   W 157° 55.76',1B,-157.9294,USA HI Honolulu-Inouye.Intl.AP.Oahu.911820 US.Normals.1981-2010,911820
605,21.32390,N 21° 19.43'   W 157° 55.76',1B,-157.9294,USA HI Honolulu-Inouye.Intl.AP.Oahu.911820 US.Normals.1991-2020,911820
606,21.32390,N 21° 19.43'   W 157° 55.76',1B,-157.9294,USA HI Honolulu-Inouye.Intl.AP.Oahu.911820 US.Normals.2006-2020,911820
607,20.89970,N 20° 53.98'   W 156° 25.72',1B,-156.4286,USA HI Kahului.AP.Maui.911900 US.Normals.1991-2020,911900
608,20.89970,N 20° 53.98'   W 156° 25.72',1B,-156.4286,USA HI Kahului.AP.Maui.911900 US.Normals.2006-2020,911900
609,19.73560,N 19° 44.14'   W 156° 2.93',1A,-156.0489,USA HI Kona.Intl.AP.Hawaii.911975 US.Normals.2006-2020,911975
610,20.78940,N 20° 47.36'   W 156° 56.92',2A,-156.9486,USA HI Lanai.AP.Maui.911905 US.Normals.2006-2020,911905
611,21.98390,N 21° 59.03'   W 159° 20.43',1A,-159.3405,USA HI Lihue.AP.Kauai.911650 US.Normals.1981-2010,911650
612,21.98390,N 21° 59.03'   W 159° 20.43',1A,-159.3405,USA HI Lihue.AP.Kauai.911650 US.Normals.1991-2020,911650
613,21.98390,N 21° 59.03'   W 159° 20.43',1A,-159.3405,USA HI Lihue.AP.Kauai.911650 US.Normals.2006-2020,911650
614,19.53530,N 19° 32.12'   W 155° 34.57',5A,-155.5761,USA HI Mauna.Loa.Obs.Hawaii.912950 US.Normals.2006-2020,912950
615,21.45000,N 21° 27.00'   W 157° 47.00',1A,-157.7833,USA HI MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760 US.Normals.1981-2010,911760
616,21.45000,N 21° 27.00'   W 157° 47.00',1A,-157.7833,USA HI MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760 US.Normals.1991-2020,911760
617,21.45000,N 21° 27.00'   W 157° 47.00',1A,-157.7833,USA HI MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760 US.Normals.2006-2020,911760
618,21.15440,N 21° 9.26'   W 157° 5.77',1A,-157.0961,USA HI Molokai.AP.Molokai.911860 US.Normals.1991-2020,911860
619,21.15440,N 21° 9.26'   W 157° 5.77',1A,-157.0961,USA HI Molokai.AP.Molokai.911860 US.Normals.2006-2020,911860
620,21.31670,N 21° 19.00'   W 158° 4.00',1B,-158.0667,USA HI NAS.Barbers.Point.Oahu.911780 US.Normals.2006-2020,911780
621,21.48330,N 21° 29.00'   W 158° 2.00',2A,-158.0333,USA HI Wheeler.AAF.Oahu.911700 US.Normals.2006-2020,911700
622,41.99220,N 41° 59.53'   W 93° 37.30',5A,-93.62170,USA IA Ames.Muni.AP.725472 US.Normals.2006-2020,725472
623,41.40700,N 41° 24.42'   W 95° 2.82',5A,-95.04700,USA IA Atlantic.Muni.AP.725453 US.Normals.2006-2020,725453
624,40.78330,N 40° 47.00'   W 91° 7.52',5A,-91.12530,USA IA Burlington-Southeast.Iowa.Rgnl.AP.725420 US.Normals.1981-2010,725420
625,40.78330,N 40° 47.00'   W 91° 7.52',5A,-91.12530,USA IA Burlington-Southeast.Iowa.Rgnl.AP.725420 US.Normals.2006-2020,725420
626,41.88330,N 41° 53.00'   W 91° 43.00',5A,-91.71670,USA IA Cedar.Rapids-Eastern.Iowa.AP.725450 US.Normals.1981-2010,725450
627,41.88330,N 41° 53.00'   W 91° 43.00',5A,-91.71670,USA IA Cedar.Rapids-Eastern.Iowa.AP.725450 US.Normals.1991-2020,725450
628,41.88330,N 41° 53.00'   W 91° 43.00',5A,-91.71670,USA IA Cedar.Rapids-Eastern.Iowa.AP.725450 US.Normals.2006-2020,725450
629,41.61170,N 41° 36.70'   W 90° 34.85',5A,-90.58080,USA IA Davenport.Muni.AP.744550 US.Normals.2006-2020,744550
630,41.53390,N 41° 32.03'   W 93° 39.19',5A,-93.65310,USA IA Des.Moines.Intl.AP.725460 US.Normals.1981-2010,725460
631,41.53390,N 41° 32.03'   W 93° 39.19',5A,-93.65310,USA IA Des.Moines.Intl.AP.725460 US.Normals.1991-2020,725460
632,41.53390,N 41° 32.03'   W 93° 39.19',5A,-93.65310,USA IA Des.Moines.Intl.AP.725460 US.Normals.2006-2020,725460
633,42.39780,N 42° 23.87'   W 90° 42.22',5A,-90.70360,USA IA Dubuque.Rgnl.AP.725470 US.Normals.1991-2020,725470
634,42.39780,N 42° 23.87'   W 90° 42.22',5A,-90.70360,USA IA Dubuque.Rgnl.AP.725470 US.Normals.2006-2020,725470
635,43.40750,N 43° 24.45'   W 94° 44.77',6A,-94.74610,USA IA Estherville.Muni.AP.726499 US.Normals.2006-2020,726499
636,41.63280,N 41° 37.97'   W 91° 32.59',5A,-91.54310,USA IA Iowa.City.Muni.AP.725462 US.Normals.2006-2020,725462
637,40.63310,N 40° 37.99'   W 93° 54.11',5A,-93.90190,USA IA Lamoni.Muni.AP.725499 US.Normals.2006-2020,725499
638,42.11280,N 42° 6.77'   W 92° 55.05',5A,-92.91750,USA IA Marshalltown.Muni.AP.725461 US.Normals.2006-2020,725461
639,43.15440,N 43° 9.26'   W 93° 19.61',6A,-93.32690,USA IA Mason.City.Muni.AP.725485 US.Normals.1981-2010,725485
640,43.15440,N 43° 9.26'   W 93° 19.61',6A,-93.32690,USA IA Mason.City.Muni.AP.725485 US.Normals.1991-2020,725485
641,43.15440,N 43° 9.26'   W 93° 19.61',6A,-93.32690,USA IA Mason.City.Muni.AP.725485 US.Normals.2006-2020,725485
642,41.10780,N 41° 6.47'   W 92° 26.80',5A,-92.44670,USA IA Ottumwa.Rgnl.AP.725465 US.Normals.1981-2010,725465
643,41.10780,N 41° 6.47'   W 92° 26.80',5A,-92.44670,USA IA Ottumwa.Rgnl.AP.725465 US.Normals.1991-2020,725465
644,41.10780,N 41° 6.47'   W 92° 26.80',5A,-92.44670,USA IA Ottumwa.Rgnl.AP.725465 US.Normals.2006-2020,725465
645,41.55610,N 41° 33.37'   W 93° 17.14',5A,-93.28560,USA IA Prairie.City-Smith.Natl.Wildlife.Refuge.744480 US.Normals.2006-2020,744480
646,42.39140,N 42° 23.48'   W 96° 22.75',5A,-96.37920,USA IA Sioux.City-Sioux.Gateway.AP.725570 US.Normals.1981-2010,725570
647,42.39140,N 42° 23.48'   W 96° 22.75',5A,-96.37920,USA IA Sioux.City-Sioux.Gateway.AP.725570 US.Normals.1991-2020,725570
648,42.39140,N 42° 23.48'   W 96° 22.75',5A,-96.37920,USA IA Sioux.City-Sioux.Gateway.AP.725570 US.Normals.2006-2020,725570
649,43.16440,N 43° 9.86'   W 95° 12.10',6A,-95.20170,USA IA Spencer.Muni.AP.726500 US.Normals.2006-2020,726500
650,42.55440,N 42° 33.26'   W 92° 24.07',5A,-92.40110,USA IA Waterloo.Rgnl.AP-Betsworth.Field.725480 US.Normals.1981-2010,725480
651,42.55440,N 42° 33.26'   W 92° 24.07',5A,-92.40110,USA IA Waterloo.Rgnl.AP-Betsworth.Field.725480 US.Normals.1991-2020,725480
652,42.55440,N 42° 33.26'   W 92° 24.07',5A,-92.40110,USA IA Waterloo.Rgnl.AP-Betsworth.Field.725480 US.Normals.2006-2020,725480
653,43.56670,N 43° 34.00'   W 116° 14.44',4B,-116.2406,USA ID Boise.AP-Gowen.Field.ANGB.726810 US.Normals.1981-2010,726810
654,43.56670,N 43° 34.00'   W 116° 14.44',4B,-116.2406,USA ID Boise.AP-Gowen.Field.ANGB.726810 US.Normals.1991-2020,726810
655,43.56670,N 43° 34.00'   W 116° 14.44',4B,-116.2406,USA ID Boise.AP-Gowen.Field.ANGB.726810 US.Normals.2006-2020,726810
656,42.54170,N 42° 32.50'   W 113° 45.97',5B,-113.7661,USA ID Burley.Muni.AP.725867 US.Normals.2006-2020,725867
657,44.52280,N 44° 31.37'   W 114° 12.90',6B,-114.2150,USA ID Challis.AP.722142 US.Normals.2006-2020,722142
658,47.76670,N 47° 46.00'   W 116° 49.00',5C,-116.8167,USA ID Coeur.dAlene.AP-Boyington.Field.727834 US.Normals.2006-2020,727834
659,43.46220,N 43° 27.73'   W 113° 33.37',6A,-113.5561,USA ID Craters.of.the.Moon.Natl.Monument.725790 US.Normals.2006-2020,725790
660,43.51640,N 43° 30.98'   W 112° 4.03',6B,-112.0672,USA ID Idaho.Falls.Rgnl.AP-Fanning.Field.725785 US.Normals.2006-2020,725785
661,42.72670,N 42° 43.60'   W 114° 27.38',5B,-114.4564,USA ID Jerome.County.AP.726816 US.Normals.2006-2020,726816
662,46.37470,N 46° 22.48'   W 117° 0.94',4B,-117.0156,USA ID Lewiston-Nez.Perce.County.Rgnl.AP.727830 US.Normals.1981-2010,727830
663,46.37470,N 46° 22.48'   W 117° 0.94',4B,-117.0156,USA ID Lewiston-Nez.Perce.County.Rgnl.AP.727830 US.Normals.1991-2020,727830
664,46.37470,N 46° 22.48'   W 117° 0.94',4B,-117.0156,USA ID Lewiston-Nez.Perce.County.Rgnl.AP.727830 US.Normals.2006-2020,727830
665,46.14420,N 46° 8.65'   W 115° 35.78',5A,-115.5964,USA ID Lowell.725784 US.Normals.2006-2020,725784
666,44.88890,N 44° 53.33'   W 116° 6.10',6A,-116.1017,USA ID McCall.Muni.AP.725864 US.Normals.2006-2020,725864
667,43.05000,N 43° 3.00'   W 115° 52.00',5B,-115.8667,USA ID Mountain.Home.AFB.726815 US.Normals.1981-2010,726815
668,43.05000,N 43° 3.00'   W 115° 52.00',5B,-115.8667,USA ID Mountain.Home.AFB.726815 US.Normals.1991-2020,726815
669,43.05000,N 43° 3.00'   W 115° 52.00',5B,-115.8667,USA ID Mountain.Home.AFB.726815 US.Normals.2006-2020,726815
670,47.45690,N 47° 27.41'   W 115° 38.70',7,-115.6450,USA ID Mullan.Pass.726817 US.Normals.2006-2020,726817
671,43.20440,N 43° 12.26'   W 116° 45.04',5B,-116.7506,USA ID Murphy-NorthWest.Watershed.Research.Center-Reynolds.Creek.Site.725800 US.Normals.2006-2020,725800
672,42.92030,N 42° 55.22'   W 112° 34.27',5B,-112.5711,USA ID Pocatello.Rgnl.AP.725780 US.Normals.1981-2010,725780
673,42.92030,N 42° 55.22'   W 112° 34.27',5B,-112.5711,USA ID Pocatello.Rgnl.AP.725780 US.Normals.1991-2020,725780
674,42.92030,N 42° 55.22'   W 112° 34.27',5B,-112.5711,USA ID Pocatello.Rgnl.AP.725780 US.Normals.2006-2020,725780
